document;year;president;party;sentence;word_scores;compound;pos;neu;neg;but_count
1889-Harrison;1889;Harrison;Republican;we have a just right to expect that our european policy will be the american policy of european courts.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1889-Harrison;1889;Harrison;Republican;it is so manifestly incompatible with those precautions for our peace and safety which all the great powers habitually observe and enforce in matters affecting them that a shorter waterway between our eastern and western seaboards should be dominated by any european government that we may confidently expect that such a purpose will not be entertained by any friendly power.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 1.8, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, -1.258, 0, 0, 2.2, 0};0,939;0,244;0,725;0,031;0
1889-Harrison;1889;Harrison;Republican;we shall in the future, as in the past, use every endeavor to maintain and enlarge our friendly relations with all the great powers, but they will not expect us to look kindly upon any project that would leave us subject to the dangers of a hostile observation or environment.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 1.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0, -3.3, 0, 0, -2.4, 0, 0, 0};-0,013;0,144;0,710;0,145;1
1889-Harrison;1889;Harrison;Republican;we have not sought to dominate or to absorb any of our weaker neighbors, but rather to aid and encourage them to establish free and stable governments resting upon the consent of their own people.;{0, 0, 0, 0, 0, 0.185, 0, 0, 0, 0, 0, 0, -0.95, 0, 0, 0, 0, 0, 0, 3.45, 0, 0, 0, 3.45, 0, 1.8, 0, 0, 0, 0, 1.35, 0, 0, 0, 0};0,923;0,330;0,628;0,042;1
1889-Harrison;1889;Harrison;Republican;we have a clear right to expect, therefore, that no european government will seek to establish colonial dependencies upon the territory of these independent american states.;{0, 0, 0, 1.6, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,103;0,090;0,833;0,076;0
1889-Harrison;1889;Harrison;Republican;that which a sense of justice restrains us from seeking they may be reasonably expected willingly to forego.;{0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,527;0,167;0,833;0,000;0
1889-Harrison;1889;Harrison;Republican;it must not be assumed, however, that our interests are so exclusively american that our entire inattention to any events that may transpire elsewhere can be taken for granted.;{0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1};0,459;0,129;0,871;0,000;0
1889-Harrison;1889;Harrison;Republican;our citizens domiciled for purposes of trade in all countries and in many of the islands of the sea demand and will have our adequate care in their personal and commercial rights.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0.9, 2.2, 0, 0, 0, 0, 0, 0};0,557;0,143;0,815;0,042;0
1889-Harrison;1889;Harrison;Republican;the necessities of our navy require convenient coaling stations and dock and harbor privileges.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6};0,382;0,167;0,833;0,000;0
1889-Harrison;1889;Harrison;Republican;these and other trading privileges we will feel free to obtain only by means that do not in any degree partake of coercion, however feeble the government from which we ask such concessions.;{0, 0, 0, 0, 1.6, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0};0,572;0,155;0,787;0,058;0
1889-Harrison;1889;Harrison;Republican;but having fairly obtained them by methods and for purposes entirely consistent with the most friendly disposition toward all other powers, our consent will be necessary to any modification or impairment of the concession.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7395, 0, 0, 0, 0, 0, 0, 1.35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,796;0,181;0,819;0,000;1
1889-Harrison;1889;Harrison;Republican;we shall neither fail to respect the flag of any friendly nation or the just rights of its citizens, nor to exact the like treatment for our own.;{0, 0, 0, 1.85, 0, -1.554, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0};0,718;0,244;0,684;0,073;0
1889-Harrison;1889;Harrison;Republican;calmness, justice, and consideration should characterize our diplomacy.;{1.7, 2.4, 0, 0, 0, 0, 0, 0};0,727;0,504;0,496;0,000;0
1889-Harrison;1889;Harrison;Republican;the offices of an intelligent diplomacy or of friendly arbitration in proper cases should be adequate to the peaceful adjustment of all international difficulties.;{0, 0, 0, 0, 2, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 2.2, 0, 0, 0, 0, -1.2};0,844;0,348;0,585;0,068;0
1889-Harrison;1889;Harrison;Republican;by such methods we will make our contribution to the world's peace, which no nation values more highly, and avoid the opprobrium which must fall upon the nation that ruthlessly breaks it.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 0, 0, -1.258, 0, 0, 0, -1.74205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,128;0,093;0,773;0,133;0
1889-Harrison;1889;Harrison;Republican;the duty devolved by law upon the president to nominate and, by and with the advice and consent of the senate, to appoint all public officers whose appointment is not otherwise provided for in the constitution or by act of congress has become very burdensome and its wise and efficient discharge full of difficulty.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.093, 0, 0, 2.1, 0, 1.8, 0, 0, 0, -1.4};0,320;0,125;0,787;0,088;0
1889-Harrison;1889;Harrison;Republican;the civil list is so large that a personal knowledge of any large number of the applicants is impossible.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0};0,077;0,067;0,933;0,000;0
1889-Harrison;1889;Harrison;Republican;the president must rely upon the representations of others, and these are often made inconsiderately and without any just sense of responsibility.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1889-Harrison;1889;Harrison;Republican;i have a right, i think, to insist that those who volunteer or are invited to give advice as to appointments shall exercise consideration and fidelity.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1889-Harrison;1889;Harrison;Republican;a high sense of duty and an ambition to improve the service should characterize all public officers.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0};0,440;0,153;0,847;0,000;0
1889-Harrison;1889;Harrison;Republican;there are many ways in which the convenience and comfort of those who have business with our public offices may be promoted by a thoughtful and obliging officer, and i shall expect those whom i may appoint to justify their selection by a conspicuous efficiency in the discharge of their duties.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0};0,856;0,181;0,819;0,000;0
1889-Harrison;1889;Harrison;Republican;honorable party service will certainly not be esteemed by me a disqualification for public office, but it will in no case be allowed to serve as a shield of official negligence, incompetency, or delinquency.;{1.25, 0.85, 0, 0, 0.7, 0, 0, -0.703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,076;0,148;0,738;0,115;1
1889-Harrison;1889;Harrison;Republican;"it is entirely creditable to seek public office by proper methods and with proper motives, and all applicants will be treated with consideration; but i shall need, and the heads of departments will need, time for inquiry and deliberation.";{0, 0, 0, 1.0465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,261;0,051;0,949;0,000;1
1889-Harrison;1889;Harrison;Republican;persistent importunity will not, therefore, be the best support of an application for office.;{0, 0, 0, 0, 0, 0, 0, 3.2, 1.7, 0, 0, 0, 0, 0};0,785;0,365;0,635;0,000;0
1889-Harrison;1889;Harrison;Republican;heads of departments, bureaus, and all other public officers having any duty connected therewith will be expected to enforce the civil-service law fully and without evasion.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1889-Harrison;1889;Harrison;Republican;beyond this obvious duty i hope to do something more to advance the reform of the civil service.;{0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,440;0,146;0,854;0,000;0
1889-Harrison;1889;Harrison;Republican;the ideal, or even my own ideal, i shall probably not attain.;{0, 2.4, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0};0,778;0,405;0,595;0,000;0
1889-Harrison;1889;Harrison;Republican;retrospect will be a safer basis of judgment than promises.;{0, 0, 0, 0, 1.8, 0, 0, 0, 0, 1.6};0,660;0,403;0,597;0,000;0
1889-Harrison;1889;Harrison;Republican;we shall not, however, i am sure, be able to put our civil service upon a nonpartisan basis until we have secured an incumbency that fair-minded men of the opposition will approve for impartiality and integrity.;{0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6};0,765;0,187;0,813;0,000;0
1889-Harrison;1889;Harrison;Republican;as the number of such in the civil list is increased removals from office will diminish.;{0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0};0,340;0,195;0,805;0,000;0
1889-Harrison;1889;Harrison;Republican;while a treasury surplus is not the greatest evil, it is a serious evil.;{0, 0, 0.8, 0, 0, 0, 0, -2.368, 2.516, 0, 0, 0, -0.3, -3.4};-0,579;0,227;0,385;0,388;0
1889-Harrison;1889;Harrison;Republican;our revenue should be ample to meet the ordinary annual demands upon our treasury, with a sufficient margin for those extraordinary but scarcely less imperative demands which arise now and then.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,103;0,045;0,955;0,000;1
1889-Harrison;1889;Harrison;Republican;expenditure should always be made with economy and only upon public necessity.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1889-Harrison;1889;Harrison;Republican;wastefulness, profligacy, or favoritism in public expenditures is criminal.;{0, 0, 0, 0.7, 0, 0, 0, 0, -2.4};-0,402;0,140;0,579;0,281;0
1889-Harrison;1889;Harrison;Republican;but there is nothing in the condition of our country or of our people to suggest that anything presently necessary to the public prosperity, security, or honor should be unduly postponed.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 3.3, 0, 0, 0, -1.2};0,735;0,197;0,745;0,059;1
1889-Harrison;1889;Harrison;Republican;it will be the duty of congress wisely to forecast and estimate these extraordinary demands, and, having added them to our ordinary expenditures, to so adjust our revenue laws that no considerable annual surplus will remain.;{0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0};0,153;0,072;0,872;0,056;0
1889-Harrison;1889;Harrison;Republican;we will fortunately be able to apply to the redemption of the public debt any small and unforeseen excess of revenue.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 0, 0};-0,361;0,000;0,889;0,111;0
1889-Harrison;1889;Harrison;Republican;this is better than to reduce our income below our necessary expenditures, with the resulting choice between another change of our revenue laws and an increase of the public debt.;{0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, -1.5};0,402;0,150;0,778;0,072;0
1889-Harrison;1889;Harrison;Republican;it is quite possible, i am sure, to effect the necessary reduction in our revenues without breaking down our protective tariff or seriously injuring any domestic industry.;{0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.7, 0, 0, 0, 0};0,153;0,079;0,862;0,059;0
1889-Harrison;1889;Harrison;Republican;the construction of a sufficient number of modern war ships and of their necessary armament should progress as rapidly as is consistent with care and perfection in plans and workmanship.;{0, 0, 0, 0, 0, 0.3, 0, 0, -2.9, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 2.2, 0, 2.7, 0, 0, 0, 0};0,727;0,276;0,627;0,098;0
1889-Harrison;1889;Harrison;Republican;the spirit, courage, and skill of our naval officers and seamen have many times in our history given to weak ships and inefficient guns a rating greatly beyond that of the naval list.;{0, 0.7, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,250;0,130;0,794;0,077;0
1889-Harrison;1889;Harrison;Republican;"that they will again do so upon occasion i do not doubt; but they ought not, by premeditation or neglect, to be left to the risks and exigencies of an unequal combat.";{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.555, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, -1.65, 0, 0, 0, 0, -2.1, -2.1};-0,906;0,038;0,652;0,310;1
1889-Harrison;1889;Harrison;Republican;we should encourage the establishment of american steamship lines.;{0, 0, 2.3, 0, 0, 0, 0, 0, 0};0,511;0,292;0,708;0,000;0
1889-Harrison;1889;Harrison;Republican;the exchanges of commerce demand stated, reliable, and rapid means of communication, and until these are provided the development of our trade with the states lying south of us is impossible.;{0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0};-0,599;0,000;0,855;0,145;0
1889-Harrison;1889;Harrison;Republican;our pension laws should give more adequate and discriminating relief to the union soldiers and sailors and to their widows and orphans.;{0, 0, 0, 0, 0, 0, 1.193, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,648;0,209;0,791;0,000;0
1889-Harrison;1889;Harrison;Republican;such occasions as this should remind us that we owe everything to their valor and sacrifice.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1889-Harrison;1889;Harrison;Republican;it is a subject of congratulation that there is a near prospect of the admission into the union of the dakotas and montana and washington territories.;{0, 0, 0, 0, 0, 2.9, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,727;0,203;0,797;0,000;0
1889-Harrison;1889;Harrison;Republican;this act of justice has been unreasonably delayed in the case of some of them.;{0, 0, 0, 2.4, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0};0,361;0,186;0,710;0,104;0
1889-Harrison;1889;Harrison;Republican;the people who have settled these territories are intelligent, enterprising, and patriotic, and the accession these new states will add strength to the nation.;{0, 0, 0, 0, 0, 0, 0, 0, 2, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0};0,859;0,311;0,689;0,000;0
1889-Harrison;1889;Harrison;Republican;it is due to the settlers in the territories who have availed themselves of the invitations of our land laws to make homes upon the public domain that their titles should be speedily adjusted and their honest entries confirmed by patent.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0};0,511;0,076;0,924;0,000;0
1889-Harrison;1889;Harrison;Republican;it is very gratifying to observe the general interest now being manifested in the reform of our election laws.;{0, 0, 0, 2.593, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,764;0,279;0,721;0,000;0
1889-Harrison;1889;Harrison;Republican;those who have been for years calling attention to the pressing necessity of throwing about the ballot box and about the elector further safeguards, in order that our elections might not only be free and pure, but might clearly appear to be so, will welcome the accession of any who did not so soon discover the need of reform.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.851, 0, 0, 0, 0, 2.55, 0, 0, 0, 0, 0, 3.417525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,832;0,145;0,827;0,028;1
1889-Harrison;1889;Harrison;Republican;the national congress has not as yet taken control of elections in that case over which the constitution gives it jurisdiction, but has accepted and adopted the election laws of the several states, provided penalties for their violation and a method of supervision.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.3, 0, 0, 0, 0, 0};-0,392;0,055;0,855;0,090;1
1889-Harrison;1889;Harrison;Republican;only the inefficiency of the state laws or an unfair partisan administration of them could suggest a departure from this policy.;{0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,477;0,000;0,866;0,134;0
1889-Harrison;1889;Harrison;Republican;it was clearly, however, in the contemplation of the framers of the constitution that such an exigency might arise, and provision was wisely made for it.;{0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0};0,670;0,186;0,814;0,000;0
1889-Harrison;1889;Harrison;Republican;the freedom of the ballot is a condition of our national life, and no power vested in congress or in the executive to secure or perpetuate it should remain unused upon occasion.;{0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.444, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0};0,732;0,178;0,783;0,039;0
1889-Harrison;1889;Harrison;Republican;the people of all the congressional districts have an equal interest that the election in each shall truly express the views and wishes of a majority of the qualified electors residing within it.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,758;0,200;0,800;0,000;0
1889-Harrison;1889;Harrison;Republican;the results of such elections are not local, and the insistence of electors residing in other districts that they shall be pure and free does not savor at all of impertinence.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0};0,511;0,099;0,901;0,000;0
1889-Harrison;1889;Harrison;Republican;if in any of the states the public security is thought to be threatened by ignorance among the electors, the obvious remedy is education.;{0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, -2, 0, -1.5, 0, 0, 0, 0, 0, 0, 0, 0};-0,477;0,083;0,727;0,190;0
1889-Harrison;1889;Harrison;Republican;the sympathy and help of our people will not be withheld from any community struggling with special embarrassments or difficulties connected with the suffrage if the remedies proposed proceed upon lawful lines and are promoted by just and honorable methods.;{0, 1.5, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 1.7, -1.7, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 2.5, 0};0,758;0,263;0,594;0,143;0
1889-Harrison;1889;Harrison;Republican;how shall those who practice election frauds recover that respect for the sanctity of the ballot which is the first condition and obligation of good citizenship?;{0, 0, 0, 0, 0, 0, -2.3, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0};0,402;0,186;0,712;0,102;0
1889-Harrison;1889;Harrison;Republican;the man who has come to regard the ballot box as a juggler's hat has renounced his allegiance.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1889-Harrison;1889;Harrison;Republican;let us exalt patriotism and moderate our party contentions.;{0, 0, 0, 0, 0, 0, 0, 1.7, 0};0,402;0,252;0,748;0,000;0
1889-Harrison;1889;Harrison;Republican;let those who would die for the flag on the field of battle give a better proof of their patriotism and a higher glory to their country by promoting fraternity and justice.;{0, 0, 0, 0, -2.9, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 0, 0, 0, 1.5, 0, 0, 2.4};0,700;0,275;0,580;0,145;0
1889-Harrison;1889;Harrison;Republican;a party success that is achieved by unfair methods or by practices that partake of revolution is hurtful and evanescent even from a party standpoint.;{0, 1.7, 2.7, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 1.7, 0};0,382;0,256;0,562;0,183;0
1889-Harrison;1889;Harrison;Republican;we should hold our differing opinions in mutual respect, and, having submitted them to the arbitrament of the ballot, should accept an adverse judgment with the same respect that we would have demanded of our opponents if the decision had been in our favor.;{0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, -1.5, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7};0,796;0,213;0,705;0,082;0
1889-Harrison;1889;Harrison;Republican;no other people have a government more worthy of their respect and love or a land so magnificent in extent, so pleasant to look upon, and so full of generous suggestion to enterprise and labor.;{-1.2, 0, 0, 0, 0, 0, 0, 2.193, 0, 0, 2.1, 0, 3.2, 0, 0, 0, 0, 3.193, 0, 0, 0, 2.593, 0, 0, 0, 0, 0, 0, 0, 2.5637, 0, 0, 0, 0, 0};0,967;0,420;0,538;0,042;0
1889-Harrison;1889;Harrison;Republican;god has placed upon our head a diadem and has laid at our feet power and wealth beyond definition or calculation.;{1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0};0,649;0,218;0,782;0,000;0
1889-Harrison;1889;Harrison;Republican;but we must not forget that we take these gifts upon the condition that justice and mercy shall hold the reins of power and that the upward avenues of hope shall be free to all the people.;{0, 0, 0, 0, 0.999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85, 0, 0, 3.45, 0, 0, 0, 0};0,959;0,362;0,638;0,000;1
1889-Harrison;1889;Harrison;Republican;i do not mistrust the future.;{0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1889-Harrison;1889;Harrison;Republican;dangers have been in frequent ambush along our path, but we have uncovered and vanquished them all.;{-1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,273;0,000;0,884;0,116;1
1889-Harrison;1889;Harrison;Republican;passion has swept some of our communities, but only to give us a new demonstration that the great body of our people are stable, patriotic, and law-abiding.;{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0, 4.65, 0, 0, 0, 0, 0, 1.8, 0, 0, 0};0,901;0,344;0,656;0,000;1
1889-Harrison;1889;Harrison;Republican;no political party can long pursue advantage at the expense of public honor or by rude and indecent methods without protest and fatal disaffection in its own body.;{0, 0, -1.258, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2.2, 0, 0, -2, 0, 0, 0, 0, 0.74, 0, 1.85, 0, 0, 0, 0, 0};0,547;0,264;0,594;0,142;0
1889-Harrison;1889;Harrison;Republican;the peaceful agencies of commerce are more fully revealing the necessary unity of all our communities, and the increasing intercourse of our people is promoting mutual respect.;{0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 2.1};0,832;0,268;0,732;0,000;0
1889-Harrison;1889;Harrison;Republican;we shall find unalloyed pleasure in the revelation which our next census will make of the swift development of the great resources of some of the states.;{0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0};0,862;0,286;0,714;0,000;0
1889-Harrison;1889;Harrison;Republican;each state will bring its generous contribution to the great aggregate of the nation's increase.;{0, 0, 0, 0, 0, 2.3, 0, 0, 0, 3.1, 0, 0, 0, 0, 1.3};0,866;0,447;0,553;0,000;0
1889-Harrison;1889;Harrison;Republican;and when the harvests from the fields, the cattle from the hills, and the ores of the earth shall have been weighed, counted, and valued, we will turn from them all to crown with the highest honor the state that has most promoted education, virtue, justice, and patriotism among its people.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 2.093, 0, 2.0637, 2.4, 0, 0, 0, 0, 0};0,940;0,254;0,746;0,000;0
1893-Cleveland;1893;Cleveland;Democratic;my fellow citizens, in obedience of the mandate of my countrymen i am about to dedicate myself to their service under the sanction of a solemn oath.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.3, 0};-0,077;0,000;0,952;0,048;0
1893-Cleveland;1893;Cleveland;Democratic;deeply moved by the expression of confidence and personal attachment which has called me to this service, i am sure my gratitude can make no better return than the pledge i now give before god and these witnesses of unreserved and complete devotion to the interests and welfare of those who have honored me.;{0, 0, 0, 0, 0, 0, 2.3, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 2.3, 0, 0, 0, -1.406, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2.8, 0};0,956;0,317;0,648;0,035;0
